Room Number,Name,VIP,Arrival,Nights,Adults/Children,Room Type,Rate Plan,Travel Agent,Market,Preferences,Owner
,,,,,,,,,,,
,,,,,,,,"6,111.00EUR",,,
,"Pereira, Evelyn, Ms ",,08/12/2025 14:45,8,1/0,TWDX,RACK,ABN Amro HQ,PRMF,POW,TM
,,,,,,,,,,,
,28699,,16/12/2025 10:15,DI,,TWDX,889.00EUR,,CRS,,
,,,,,,,,,,,
,5006746,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"7,112.00EUR",,,
,"Shervashidze, Sieda, Ms ",,08/12/2025 17:45,7,2/0,TWSP,DAY,,CORG,BAL2,
,,,,,,,,,,,
,27746,,15/12/2025 16:45,DI,,TWSP,880.00EUR,,CRO,,
,,,,,,,,,,,
,5006151,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"6,160.00EUR",,,
,"Taylor, Aimee, Ms ",,08/12/2025 15:00,1,2/0,TWDX,CORL25,Bayerische Motoren Werke (BMW),CORG,,
,,,,,,,,,,,
,28638,,09/12/2025 23:00,DI,,TWDX,679.00EUR,,GDS,"CRE25, DRI",
,,,,,,,,,,,
,5006696,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,679.00EUR,,,
,"Udinese, Emidio, Mr ",,08/12/2025 18:30,4,1/0,KINGR,BAR00,,CORL,,
,,,,,,,,,,,
,26775,,12/12/2025 11:00,DI,,KINGR,729.00EUR,,GDS,,
,,,,,,,,,,,
,5004713,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"2,916.00EUR",,,
,"Valsson, Gils, Mr ",,08/12/2025 06:30,6,2/0,PRE,RACK,Deloitte,CORG,EXT,TM
,,,,,,,,,,,
,28731,,14/12/2025 21:00,DI,,PRE,"21,989.00EUR",,CRO,,
,,,,,,,,,,,
,5006670,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"131,934.00EUR",,,
,"Yevseyeva, Faith, Mrs ",,08/12/2025 20:15,2,2/0,KGDX,RACK,Amazon Deustchland,PRMF,,TM
,,,,,,,,,,,
,28668,,10/12/2025 10:30,DI,,KGDX,889.00EUR,,SYN,,
,,,,,,,,,,,
,5007116,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"1,778.00EUR",,,
,"Arnold, Charles, Mr ",,09/12/2025 06:15,8,2/0,TWDX,BAR10,Amazon Austria,CORG,,TM
,,,,,,,,,,,
,28223,,17/12/2025 21:00,RS,,TWDX,631.20EUR,,OTH,BFE,
,,,,,,,,,,"UPGR,GVIEW",
,5006565,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"5,369.60EUR",,,
,"Bobrov, Emmanuel, Mr ",,09/12/2025 11:00,8,1/0,KINGR,BARAD,Mercedes Benz,CORN,MIN,
,,,,,,,,,,,
,27736,,17/12/2025 08:30,RS,,KINGR,591.75EUR,,CRS,,
,,,,,,,,,,,
,5006110,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"5,034.00EUR",,,
,"Gairbekov, Duqyaha, Mrs ",,09/12/2025 05:45,9,02-Jan,A1KB,CORL25,,PRMF,,
,,,,,,,,,,,
,27702,,18/12/2025 06:15,RS,,A1KB,679.00EUR,,SIT,"CRE25, DRI",
,,,,,,,,,,POW,
,5006173,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"6,111.00EUR",,,
,"Hólmgeirsson, Sturlaugur, Mr ",,09/12/2025 20:45,5,2/0,KGDX,DAY,Saudi Aramco,CORG,,
,,,,,,,,,,,
,28102,,14/12/2025 05:30,RS,,KGDX,399.00EUR,,CRS,,
,,,,,,,,,,,
,5006493,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"1,995.00EUR",,,
,"Kadyrov, Kurzhan, Mrs ",,09/12/2025 20:30,1,1/0,KCST,BAREX,,PRMF,,
,,,,,,,,,,,
,28099,,10/12/2025 18:00,RS,,KCST,"1,230.00EUR",,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,HF,
,5006484,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"1,230.00EUR",,,
,"Lachapelle, Bruce, Mr ",VIP,09/12/2025 09:00,7,1/0,KGSP,OTA1,Telefonica,FIT1,UPGR,
,,,,,,,,,,,
,27965,,16/12/2025 07:00,RS,,KGSP,670.00EUR,,HOT,,
,,,,,,,,,,,
,5006314,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"5,030.00EUR",,,
,"Lejeune, Patricia, Mrs ",,09/12/2025 15:45,2,1/0,KGSP,DAY,,CORN,BAL,
,,,,,,,,,,,
,27772,,11/12/2025 13:15,RS,,KGSP,880.00EUR,,HOT,,
,,,,,,,,,,,
,5006108,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"1,760.00EUR",,,
,"Melikov, Mali, Ms ",,09/12/2025 18:45,1,1/0,KINGR,OPQ,,CORL,,
,,,,,,,,,,,
,28222,,10/12/2025 09:30,RS,,KINGR,580.00EUR,,CRS,BFC,
,,,,,,,,,,KITC,
,5006603,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,580.00EUR,,,
,"Moten, Madison, Ms ",,09/12/2025 14:00,4,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,26474,,13/12/2025 10:00,RS,,TWSP,850.00EUR,,CRS,,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"3,400.00EUR",,,
,"Mueller, Johannes, Mr ",REG,09/12/2025 06:30,6,1/0,KGDX,BARAD,,FIT1,,
,,,,,,,,,,,
,28360,,15/12/2025 19:00,RS,,KGDX,591.75EUR,,GDS,,
,,,,,,,,,,,
,5007052,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"3,850.50EUR",,,
,"Mul, Jorren, Mr ",,09/12/2025 14:00,4,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,26472,,13/12/2025 10:00,RS,,TWSP,850.00EUR,,CRO,,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"3,400.00EUR",,,
,"Nilsen, Jack, Mr ",,09/12/2025 21:15,9,1/0,KINGR,DAY,,CORG,,
,,,,,,,,,,,
,27722,,18/12/2025 16:45,RS,,KINGR,580.00EUR,,HOT,,
,,,,,,,,,,,
,5006132,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"5,220.00EUR",,,
,"Novotná, Šárka, Ms ",,09/12/2025 14:00,4,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,26473,,13/12/2025 10:00,RS,,TWSP,850.00EUR,,CRS,,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"3,400.00EUR",,,
,"O'Neill, Leah, Mrs ",,09/12/2025 14:45,1,1/0,KCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,27773,,10/12/2025 23:45,RS,,KCDX,810.00EUR,,SYN,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006119,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,810.00EUR,,,
,"Rochefort, Corette, Mrs ",,09/12/2025 23:45,6,1/0,KGST,BAR10,,CORG,,
,,,,,,,,,,,
,28681,,15/12/2025 09:30,RS,,KGST,791.20EUR,,CRS,BFE,
,,,,,,,,,,,
,5006832,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"5,227.20EUR",,,
,"Smith, Patricia, Mrs ",,09/12/2025 14:00,4,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,26471,,13/12/2025 10:00,RS,,TWSP,850.00EUR,,CRO,,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,WLK,,
,,,,,,,,,,,
,,,,,,,,"3,400.00EUR",,,
,"Volodin, Prokhor, Dear Dr ",,09/12/2025 14:00,9,1/0,KGSP,BAR10,,CORN,,
,,,,,,,,,,,
,27749,,18/12/2025 13:00,RS,,KGSP,631.20EUR,,SYN,BFE,
,,,,,,,,,,SPAB,
,5006109,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"6,000.80EUR",,,
,"Wagner, Jonas, Mr ",,09/12/2025 14:00,4,1/0,A2KB,BAR00,,FIT1,,
,,,,,,,,,,,
,26475,,13/12/2025 10:00,RS,,A2KB,850.00EUR,,OTA,EXE,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"3,400.00EUR",,,
,"Batukayev, Khalid, Mr ",,10/12/2025 20:15,7,2/0,TWDX,DAY,Apple Incorporated Spain,PRMF,POW,TM
,,,,,,,,,,,
,28317,,17/12/2025 06:45,RS,,TWDX,399.00EUR,,IBE,,
,,,,,,,,,,,
,5006930,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"2,793.00EUR",,,
,"Curmi, Nate, Mr ",,10/12/2025 20:15,9,1/0,TCDX,BAREX,,CORN,,
,,,,,,,,,,,
,27713,,19/12/2025 22:30,RS,,TCDX,830.00EUR,,SYN,"AID, AIP, BFC, EXE",
,,,,,,,,,,SOFB,
,5006169,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"7,470.00EUR",,,
,"Dratchev, Elisa, Ms ",,10/12/2025 10:45,6,2/0,KGDX,BARAD,Deloitte,PRMF,,TM
,,,,,,,,,,,
,27933,,16/12/2025 17:15,RS,,KGDX,591.75EUR,,CRO,,
,,,,,,,,,,,
,5006336,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"3,850.50EUR",,,
,"Fink, Anja, Mrs ",,10/12/2025 13:15,9,2/0,KGST,BAR10,Siemens Gamesa,CORL,,
,,,,,,,,,,,
,28134,,19/12/2025 15:30,RS,,KGST,791.20EUR,,OTH,BFE,
,,,,,,,,,,,
,5006454,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"7,600.80EUR",,,
,"Jackson, Colene, Mrs ",,10/12/2025 18:30,1,2/0,KCDX,BAREX,,CORL,,
,,,,,,,,,,,
,26720,,11/12/2025 11:00,RS,,KCDX,810.00EUR,,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5004724,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,810.00EUR,,,
,"Kishiev, Zulikhan, Mrs ",,10/12/2025 05:45,5,1/0,KGDX,RACK,Amazon Switzerland,CORL,,
,,,,,,,,,,,
,28029,,15/12/2025 15:00,RS,,KGDX,889.00EUR,,CRO,,
,,,,,,,,,,,
,5006409,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"4,445.00EUR",,,
,"Kuster, Erik, Mr ",,10/12/2025 14:00,3,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,26478,,13/12/2025 10:00,RS,,TWSP,850.00EUR,,OTA,,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"2,550.00EUR",,,
,"Lachapelle, Bruce, Mr ",VIP,10/12/2025 06:15,4,1/0,KGDX,OPQ,Berkshire Hathaway,FIT1,,
,,,,,,,,,,,
,28469,,14/12/2025 08:00,RS,,KGDX,490.00EUR,,OTH,BFC,
,,,,,,,,,,,
,5006642,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"1,960.00EUR",,,
,"Lapierre, Mathilde, Ms ",,10/12/2025 16:00,6,2/0,TWDX,BARAD,CNN News Group,CORL,,TM
,,,,,,,,,,,
,27758,,16/12/2025 17:30,RS,,TWDX,591.75EUR,,IBE,,
,,,,,,,,,,,
,5006184,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"3,850.50EUR",,,
,"Mínervudóttir, Heiðbjört, Ms ",,10/12/2025 10:00,9,2/0,KGDX,RACK,,CORG,SEA,
,,,,,,,,,,,
,28294,,19/12/2025 21:00,RS,,KGDX,889.00EUR,,SYN,,
,,,,,,,,,,,
,5006805,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"8,001.00EUR",,,
,"Moore, Olivia, Ms ",,10/12/2025 14:00,3,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,26480,,13/12/2025 10:00,RS,,TWSP,850.00EUR,,IBE,,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"2,550.00EUR",,,
,"Rodrigues, Beatriz, Mrs ",,10/12/2025 17:45,9,1/0,KGSP,CORL25,Exxon Mobil,FIT1,,
,,,,,,,,,,,
,28556,,19/12/2025 17:00,RS,,KGSP,679.00EUR,,IBE,"CRE25, DRI",
,,,,,,,,,,KITC,
,5007018,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"6,111.00EUR",,,
,"Sal, Severino, Mr ",,10/12/2025 22:00,6,1/0,KGDX,CORL25,Adidas GmbH,PRMF,,
,,,,,,,,,,,
,28215,,16/12/2025 16:00,RS,,KGDX,679.00EUR,,CRS,"CRE25, DRI",
,,,,,,,,,,HTCN,
,5006613,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"4,074.00EUR",,,
,"Santos, Guilherme, Mr ",,10/12/2025 22:15,4,2/0,KGDX,BAR10,,PRMF,,
,,,,,,,,,,,
,28153,,14/12/2025 11:00,RS,,KGDX,631.20EUR,,GDS,BFE,
,,,,,,,,,,EXT,
,5006542,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,844.80EUR",,,
,"Souplet, Roux, Mrs ",,10/12/2025 13:00,7,1/0,KGST,DAY,,FIT1,,
,,,,,,,,,,,
,27697,,17/12/2025 14:15,RS,,KGST,880.00EUR,,OTH,,
,,,,,,,,,,,
,5006133,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"6,160.00EUR",,,
,"Taylor, Thomas, Mr ",,10/12/2025 14:00,3,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,26476,,13/12/2025 10:00,RS,,TWSP,850.00EUR,,CRS,,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,550.00EUR",,,
,"Tobias, Fischer, Mr ",,10/12/2025 14:00,3,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,26477,,13/12/2025 10:00,RS,,TWSP,850.00EUR,,CRO,,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,550.00EUR",,,
,"Ulyanov, Milan, Mr ",,10/12/2025 20:15,7,2/0,KCDX,BAREX,,CORG,,
,,,,,,,,,,,
,27706,,17/12/2025 17:45,RS,,KCDX,810.00EUR,,CRO,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006098,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"5,670.00EUR",,,
,"Vinogradova, Ruth, Ms ",,10/12/2025 18:00,8,2/0,TWSP,CORL25,Grupo Catalana Occidente,CORG,,
,,,,,,,,,,,
,28497,,18/12/2025 17:15,RS,,TWSP,679.00EUR,,CRO,"CRE25, DRI",
,,,,,,,,,,,
,5006928,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"5,432.00EUR",,,
,"Wagner, Jonas, Mr ",,10/12/2025 14:00,3,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,26479,,13/12/2025 10:00,RS,,TWSP,850.00EUR,,CRS,,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"2,550.00EUR",,,
,"Arnold, Charles, Mr ",,11/12/2025 19:45,5,1/0,KCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,28290,,16/12/2025 16:30,RS,,KCDX,810.00EUR,,HOT,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006666,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"4,050.00EUR",,,
,"Barjavel, Audrey, Ms ",,11/12/2025 14:00,4,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,26482,,15/12/2025 10:00,RS,,TWSP,850.00EUR,,CRO,,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"3,400.00EUR",,,
,"Bibi, Katie, Ms ",,11/12/2025 08:45,3,2/0,KCST,BAREX,Tesla,FIT1,,
,,,,,,,,,,,
,27918,,14/12/2025 16:15,RS,,KCST,"1,230.00EUR",,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,SPAB,
,5006388,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"3,690.00EUR",,,
,"Borodina, Evguenya, Ms ",,11/12/2025 12:00,1,2/0,TCDX,BAREX,,CORG,,
,,,,,,,,,,,
,28349,,12/12/2025 09:30,RS,,TCDX,830.00EUR,,GDS,"AID, AIP, BFC, EXE",
,,,,,,,,,,HTCN,
,5006647,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,830.00EUR,,,
,"Braun, Eddie, Mr ",DIP,11/12/2025 14:00,9,2/0,KCST,BAREX,,FIT1,,
,,,,,,,,,,,
,27806,,20/12/2025 16:15,RS,,KCST,"1,230.00EUR",,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006196,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"11,070.00EUR",,,
,"Curmi, Nate, Mr ",,11/12/2025 05:45,5,2/0,KGDX,CORL25,,FIT1,,
,,,,,,,,,,,
,28015,,16/12/2025 06:30,RS,,KGDX,679.00EUR,,CRS,"CRE25, DRI",
,,,,,,,,,,POW,
,5006397,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"3,395.00EUR",,,
,"Donald, Howard, Mr ",,11/12/2025 13:00,1,2/0,KGDX,BARAD,,FIT1,,
,,,,,,,,,,,
,27771,,12/12/2025 09:15,RS,,KGDX,591.75EUR,,SYN,,
,,,,,,,,,,,
,5006124,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,591.75EUR,,,
,"Edwards, Kieran, Mr ",,11/12/2025 23:15,5,02-Jan,A1KB,OTA1,Adidas GmbH,PRMF,,
,,,,,,,,,,,
,28412,,16/12/2025 19:00,RS,,A1KB,840.00EUR,,IBE,,
,,,,,,,,,,,
,5006855,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"4,710.00EUR",,,
,"Gallagher, Bradley, Mr ",,11/12/2025 18:15,3,2/0,KGDX,OPQ,,FIT1,,
,,,,,,,,,,,
,28682,,14/12/2025 22:00,RS,,KGDX,490.00EUR,,CRS,BFC,
,,,,,,,,,,PVIEW,
,5006958,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"1,470.00EUR",,,
,"Gilbert, Libby, Ms ",,11/12/2025 23:00,7,1/0,TWDX,DAY,Deloitte,CORN,SPAB,TM
,,,,,,,,,,,
,28128,,18/12/2025 09:15,RS,,TWDX,399.00EUR,,SYN,,
,,,,,,,,,,,
,5006499,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"2,793.00EUR",,,
,"Grabowska, Karina, Ms ",,11/12/2025 14:30,5,2/0,TWDX,RACK,Tesla,CORN,BAL,
,,,,,,,,,,,
,28606,,16/12/2025 08:15,RS,,TWDX,889.00EUR,,OTH,,
,,,,,,,,,,,
,5007010,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"4,445.00EUR",,,
,"Jabłońska, Małgorzata, Mrs ",,11/12/2025 14:30,7,2/0,KGST,BAR00,Adidas GmbH,FIT1,,
,,,,,,,,,,,
,28088,,18/12/2025 08:15,RS,,KGST,989.00EUR,,GDS,,
,,,,,,,,,,,
,5006453,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"7,523.00EUR",,,
,"Jahodová, Helena, Mrs ",,11/12/2025 14:00,4,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,26483,,15/12/2025 10:00,RS,,TWSP,850.00EUR,,HOT,,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"3,400.00EUR",,,
,"Kadyrov, Bikatu, Ms ",,11/12/2025 21:45,7,2/0,TWSP,BAR00,Mercedes Benz,FIT1,EXT,
,,,,,,,,,,,
,27991,,18/12/2025 06:45,RS,,TWSP,789.00EUR,,OTH,,
,,,,,,,,,,,
,5006337,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"5,923.00EUR",,,
,"Kowalski, Wojciech, Mr ",,11/12/2025 19:00,5,1/0,TCDX,BAREX,,CORL,,
,,,,,,,,,,,
,28061,,16/12/2025 18:00,RS,,TCDX,830.00EUR,,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,DIN,
,5006444,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"4,150.00EUR",,,
,"Lima, Lara, Ms ",,11/12/2025 13:15,2,2/0,TWDX,BAR10,,FIT1,,
,,,,,,,,,,,
,28199,,13/12/2025 07:30,RS,,TWDX,631.20EUR,,IBE,BFE,
,,,,,,,,,,SAF,
,5006571,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"1,422.40EUR",,,
,"Mousseau, Annette, Ms ",,11/12/2025 15:45,3,1/0,TWDX,CORL25,Accenture,CORN,,
,,,,,,,,,,,
,28352,,14/12/2025 12:00,RS,,TWDX,679.00EUR,,CRS,"CRE25, DRI",
,,,,,,,,,,"UPGR,ACCESS",
,5007100,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,037.00EUR",,,
,"Murillo, Mary, Ms ",,11/12/2025 18:30,7,2/0,KCDX,BAREX,,CORN,,
,,,,,,,,,,,
,26751,,18/12/2025 11:00,RS,,KCDX,810.00EUR,,SIT,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5004769,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"5,670.00EUR",,,
,"Nowicka, Beatrycze, Ms ",,11/12/2025 16:00,9,2/0,KGSP,DAY,,FIT1,,
,,,,,,,,,,,
,27739,,20/12/2025 12:45,RS,,KGSP,880.00EUR,,CRO,,
,,,,,,,,,,,
,5006127,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"7,920.00EUR",,,
,"Overgaard, Selma, Mrs ",,11/12/2025 14:00,4,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,26481,,15/12/2025 10:00,RS,,TWSP,850.00EUR,,IBE,,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,WLK,,
,,,,,,,,,,,
,,,,,,,,"3,400.00EUR",,,
,"Parrott, Luke, Mr ",,11/12/2025 11:00,3,1/0,KCST,BAREX,,CORN,,
,,,,,,,,,,,
,28502,,14/12/2025 11:45,RS,,KCST,"1,230.00EUR",,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,PLA,
,5006949,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"3,690.00EUR",,,
,"Rowe, Finlay, Mr ",,11/12/2025 23:00,5,1/0,TWDX,BAR10,,CORG,,
,,,,,,,,,,,
,28642,,16/12/2025 22:45,RS,,TWDX,631.20EUR,,CRO,BFE,
,,,,,,,,,,ACCESS,
,5006721,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"3,476.00EUR",,,
,"Schuhmacher, Andreas, Mr ",EXE,11/12/2025 07:15,8,2/0,TCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,28447,,19/12/2025 12:00,RS,,TCDX,830.00EUR,,SIT,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006821,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"6,640.00EUR",,,
,"Seiler, Paul, Mr ",,11/12/2025 14:45,8,1/0,TWSP,OTA1,Tesla,PRMF,SOFB,
,,,,,,,,,,,
,28326,,19/12/2025 16:45,RS,,TWSP,670.00EUR,,SYN,,
,,,,,,,,,,,
,5007012,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"5,700.00EUR",,,
,"Symanski, Wojciech, Mr ",,11/12/2025 18:30,1,1/0,KGDX,OTA1,Telefonica,FIT1,UPGR,
,,,,,,,,,,,
,28648,,12/12/2025 16:30,RS,,KGDX,670.00EUR,,GDS,,
,,,,,,,,,,,
,5007016,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,670.00EUR,,,
,"Tôn, Ngãi, Mr ",,11/12/2025 14:00,4,1/0,A2KB,BAR00,,FIT1,,
,,,,,,,,,,,
,26485,,15/12/2025 10:00,RS,,A2KB,850.00EUR,,CRS,EXE,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"3,400.00EUR",,,
,"Ulyanov, Milan, Mr ",,11/12/2025 18:00,5,1/0,TWDX,BAR00,Adidas GmbH,CORL,BAL,
,,,,,,,,,,,
,27942,,16/12/2025 13:15,RS,,TWDX,789.00EUR,,CRO,,
,,,,,,,,,,,
,5006299,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"4,345.00EUR",,,
,"Valsson, Gils, Mr ",,11/12/2025 18:30,4,2/0,KINGR,OPQ,Banco Bilbao Vizcaya,FIT1,,
,,,,,,,,,,,
,27878,,15/12/2025 18:00,RS,,KINGR,580.00EUR,,HOT,BFC,
,,,,,,,,,,,
,5006241,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,320.00EUR",,,
,"Vogel, Sophie, Ms ",,11/12/2025 14:00,4,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,26484,,15/12/2025 10:00,RS,,TWSP,850.00EUR,,CRO,,
,,,,,,,,,,,
,,,ADV,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"3,400.00EUR",,,
,"Wojciechowski, Gabryŝ, Mr ",,11/12/2025 07:30,5,01-Jan,A1KB,DAY,Amazon Switzerland,PRMF,,
,,,,,,,,,,,
,27783,,16/12/2025 13:00,RS,,A1KB,880.00EUR,,HOT,,
,,,,,,,,,,,
,5006130,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"4,400.00EUR",,,
,"Wurfel, Brigitte, Ms ",,11/12/2025 17:45,3,2/0,KCST,BAREX,,CORG,,
,,,,,,,,,,,
,28565,,14/12/2025 15:15,RS,,KCST,"1,230.00EUR",,HOT,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006966,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"3,690.00EUR",,,
