RunDate,RoomTypeCode,RatePlanCode,StartDate,EndDate,AgeBucketCode,Field,Old,New,Delta,DeltaPct
2025-12-27,TWDD,WEL3,2025-12-27,2025-12-28,A1,OneGuest,,1053,,
2025-12-27,TWDD,WEL3,2025-12-27,2025-12-28,A1,TwoGuests,,1175,,
2025-12-27,TWDD,WEL3,2025-12-27,2025-12-28,A1,ExtraGuest,,263,,
2025-12-27,TWDD,WEL3,2025-12-27,2025-12-28,C1,OneGuest,,142,,
2025-12-27,TWDD,WEL3,2025-12-27,2025-12-28,C1,TwoGuests,,243,,
2025-12-27,TWDD,WEL3,2025-12-27,2025-12-28,C1,ExtraGuest,,101,,
2025-12-27,TWSP,WEL3,2025-12-27,2025-12-28,A1,OneGuest,,1013,,
2025-12-27,TWSP,WEL3,2025-12-27,2025-12-28,A1,TwoGuests,,1134,,
2025-12-27,TWSP,WEL3,2025-12-27,2025-12-28,A1,ExtraGuest,,263,,
2025-12-27,TWSP,WEL3,2025-12-27,2025-12-28,C1,OneGuest,,142,,
2025-12-27,TWSP,WEL3,2025-12-27,2025-12-28,C1,TwoGuests,,243,,
2025-12-27,TWSP,WEL3,2025-12-27,2025-12-28,C1,ExtraGuest,,101,,
2025-12-27,A2KB,WEL3,2025-12-27,2025-12-28,A1,OneGuest,,2309,,
2025-12-27,A2KB,WEL3,2025-12-27,2025-12-28,A1,TwoGuests,,2479,,
2025-12-27,A2KB,WEL3,2025-12-27,2025-12-28,A1,ExtraGuest,,486,,
2025-12-27,A2KB,WEL3,2025-12-27,2025-12-28,C1,OneGuest,,165,,
2025-12-27,A2KB,WEL3,2025-12-27,2025-12-28,C1,TwoGuests,,279,,
2025-12-27,A2KB,WEL3,2025-12-27,2025-12-28,C1,ExtraGuest,,117,,
2025-12-27,A1KB,HB,2025-12-27,2025-12-28,A1,OneGuest,,1433,,
2025-12-27,A1KB,HB,2025-12-27,2025-12-28,A1,TwoGuests,,1522,,
2025-12-27,A1KB,HB,2025-12-27,2025-12-28,A1,ExtraGuest,,428,,
2025-12-27,A1KB,HB,2025-12-27,2025-12-28,C1,OneGuest,,173,,
2025-12-27,A1KB,HB,2025-12-27,2025-12-28,C1,TwoGuests,,248,,
2025-12-27,A1KB,HB,2025-12-27,2025-12-28,C1,ExtraGuest,,143,,
2025-12-27,KCST,HB,2025-12-27,2025-12-28,A1,OneGuest,,1328,,
2025-12-27,KCST,HB,2025-12-27,2025-12-28,A1,TwoGuests,,1418,,
2025-12-27,KCST,HB,2025-12-27,2025-12-28,A1,ExtraGuest,,413,,
2025-12-27,KCST,HB,2025-12-27,2025-12-28,C1,OneGuest,,173,,
2025-12-27,KCST,HB,2025-12-27,2025-12-28,C1,TwoGuests,,248,,
2025-12-27,KCST,HB,2025-12-27,2025-12-28,C1,ExtraGuest,,143,,
2025-12-27,KGST,HB,2025-12-27,2025-12-28,A1,OneGuest,,1253,,
2025-12-27,KGST,HB,2025-12-27,2025-12-28,A1,TwoGuests,,1343,,
2025-12-27,KGST,HB,2025-12-27,2025-12-28,A1,ExtraGuest,,398,,
2025-12-27,KGST,HB,2025-12-27,2025-12-28,C1,OneGuest,,173,,
2025-12-27,KGST,HB,2025-12-27,2025-12-28,C1,TwoGuests,,248,,
2025-12-27,KGST,HB,2025-12-27,2025-12-28,C1,ExtraGuest,,143,,
2025-12-27,TWDX,HB,2025-12-27,2025-12-28,A1,OneGuest,,1148,,
2025-12-27,TWDX,HB,2025-12-27,2025-12-28,A1,TwoGuests,,1238,,
2025-12-27,TWDX,HB,2025-12-27,2025-12-28,A1,ExtraGuest,,383,,
2025-12-27,TWDX,HB,2025-12-27,2025-12-28,C1,OneGuest,,173,,
2025-12-27,TWDX,HB,2025-12-27,2025-12-28,C1,TwoGuests,,248,,
2025-12-27,TWDX,HB,2025-12-27,2025-12-28,C1,ExtraGuest,,143,,
2025-12-27,KCDX,HB,2025-12-27,2025-12-28,A1,OneGuest,,1103,,
2025-12-27,KCDX,HB,2025-12-27,2025-12-28,A1,TwoGuests,,1193,,
2025-12-27,KCDX,HB,2025-12-27,2025-12-28,A1,ExtraGuest,,368,,
2025-12-27,KCDX,HB,2025-12-27,2025-12-28,C1,OneGuest,,173,,
2025-12-27,KCDX,HB,2025-12-27,2025-12-28,C1,TwoGuests,,248,,
2025-12-27,KCDX,HB,2025-12-27,2025-12-28,C1,ExtraGuest,,143,,
2025-12-27,TCDX,HB,2025-12-27,2025-12-28,A1,OneGuest,,1073,,
2025-12-27,TCDX,HB,2025-12-27,2025-12-28,A1,TwoGuests,,1163,,
2025-12-27,TCDX,HB,2025-12-27,2025-12-28,A1,ExtraGuest,,368,,
2025-12-27,TCDX,HB,2025-12-27,2025-12-28,C1,OneGuest,,173,,
2025-12-27,TCDX,HB,2025-12-27,2025-12-28,C1,TwoGuests,,248,,
2025-12-27,TCDX,HB,2025-12-27,2025-12-28,C1,ExtraGuest,,143,,
2025-12-27,KGDX,HB,2025-12-27,2025-12-28,A1,OneGuest,,1043,,
2025-12-27,KGDX,HB,2025-12-27,2025-12-28,A1,TwoGuests,,1133,,
2025-12-27,KGDX,HB,2025-12-27,2025-12-28,A1,ExtraGuest,,353,,
2025-12-27,KGDX,HB,2025-12-27,2025-12-28,C1,OneGuest,,173,,
2025-12-27,KGDX,HB,2025-12-27,2025-12-28,C1,TwoGuests,,248,,
2025-12-27,KGDX,HB,2025-12-27,2025-12-28,C1,ExtraGuest,,143,,
2025-12-27,KINGR,HB,2025-12-27,2025-12-28,A1,OneGuest,,998,,
2025-12-27,KINGR,HB,2025-12-27,2025-12-28,A1,TwoGuests,,1088,,
2025-12-27,KINGR,HB,2025-12-27,2025-12-28,A1,ExtraGuest,,353,,
2025-12-27,KINGR,HB,2025-12-27,2025-12-28,C1,OneGuest,,173,,
2025-12-27,KINGR,HB,2025-12-27,2025-12-28,C1,TwoGuests,,248,,
2025-12-27,KINGR,HB,2025-12-27,2025-12-28,C1,ExtraGuest,,143,,
2025-12-27,TWDD,HB,2025-12-27,2025-12-28,A1,OneGuest,,923,,
2025-12-27,TWDD,HB,2025-12-27,2025-12-28,A1,TwoGuests,,1013,,
2025-12-27,TWDD,HB,2025-12-27,2025-12-28,A1,ExtraGuest,,338,,
2025-12-27,TWDD,HB,2025-12-27,2025-12-28,C1,OneGuest,,173,,
2025-12-27,TWDD,HB,2025-12-27,2025-12-28,C1,TwoGuests,,248,,
2025-12-27,TWDD,HB,2025-12-27,2025-12-28,C1,ExtraGuest,,143,,
2025-12-27,TWSP,HB,2025-12-27,2025-12-28,A1,OneGuest,,893,,
2025-12-27,TWSP,HB,2025-12-27,2025-12-28,A1,TwoGuests,,983,,
2025-12-27,TWSP,HB,2025-12-27,2025-12-28,A1,ExtraGuest,,338,,
2025-12-27,TWSP,HB,2025-12-27,2025-12-28,C1,OneGuest,,173,,
2025-12-27,TWSP,HB,2025-12-27,2025-12-28,C1,TwoGuests,,248,,
2025-12-27,TWSP,HB,2025-12-27,2025-12-28,C1,ExtraGuest,,143,,
2025-12-27,A2KB,HB,2025-12-27,2025-12-28,A1,OneGuest,,1852,,
2025-12-27,A2KB,HB,2025-12-27,2025-12-28,A1,TwoGuests,,1979,,
2025-12-27,A2KB,HB,2025-12-27,2025-12-28,A1,ExtraGuest,,503,,
2025-12-27,A2KB,HB,2025-12-27,2025-12-28,C1,OneGuest,,190,,
2025-12-27,A2KB,HB,2025-12-27,2025-12-28,C1,TwoGuests,,275,,
2025-12-27,A2KB,HB,2025-12-27,2025-12-28,C1,ExtraGuest,,162,,
2025-12-27,A1KB,WEL,2025-12-27,2025-12-28,A1,OneGuest,,1410,,
2025-12-27,A1KB,WEL,2025-12-27,2025-12-28,A1,TwoGuests,,1500,,
2025-12-27,A1KB,WEL,2025-12-27,2025-12-28,A1,ExtraGuest,,405,,
2025-12-27,A1KB,WEL,2025-12-27,2025-12-28,C1,OneGuest,,165,,
2025-12-27,A1KB,WEL,2025-12-27,2025-12-28,C1,TwoGuests,,240,,
2025-12-27,A1KB,WEL,2025-12-27,2025-12-28,C1,ExtraGuest,,135,,
2025-12-27,KCST,WEL,2025-12-27,2025-12-28,A1,OneGuest,,1305,,
2025-12-27,KCST,WEL,2025-12-27,2025-12-28,A1,TwoGuests,,1395,,
2025-12-27,KCST,WEL,2025-12-27,2025-12-28,A1,ExtraGuest,,390,,
2025-12-27,KCST,WEL,2025-12-27,2025-12-28,C1,OneGuest,,165,,
2025-12-27,KCST,WEL,2025-12-27,2025-12-28,C1,TwoGuests,,240,,
2025-12-27,KCST,WEL,2025-12-27,2025-12-28,C1,ExtraGuest,,135,,
2025-12-27,KGST,WEL,2025-12-27,2025-12-28,A1,OneGuest,,1230,,
2025-12-27,KGST,WEL,2025-12-27,2025-12-28,A1,TwoGuests,,1320,,
2025-12-27,KGST,WEL,2025-12-27,2025-12-28,A1,ExtraGuest,,375,,
2025-12-27,KGST,WEL,2025-12-27,2025-12-28,C1,OneGuest,,165,,
2025-12-27,KGST,WEL,2025-12-27,2025-12-28,C1,TwoGuests,,240,,
2025-12-27,KGST,WEL,2025-12-27,2025-12-28,C1,ExtraGuest,,135,,
2025-12-27,TWDX,WEL,2025-12-27,2025-12-28,A1,OneGuest,,1125,,
2025-12-27,TWDX,WEL,2025-12-27,2025-12-28,A1,TwoGuests,,1215,,
2025-12-27,TWDX,WEL,2025-12-27,2025-12-28,A1,ExtraGuest,,360,,
2025-12-27,TWDX,WEL,2025-12-27,2025-12-28,C1,OneGuest,,165,,
2025-12-27,TWDX,WEL,2025-12-27,2025-12-28,C1,TwoGuests,,240,,
2025-12-27,TWDX,WEL,2025-12-27,2025-12-28,C1,ExtraGuest,,135,,
2025-12-27,KCDX,WEL,2025-12-27,2025-12-28,A1,OneGuest,,1080,,
2025-12-27,KCDX,WEL,2025-12-27,2025-12-28,A1,TwoGuests,,1170,,
2025-12-27,KCDX,WEL,2025-12-27,2025-12-28,A1,ExtraGuest,,345,,
2025-12-27,KCDX,WEL,2025-12-27,2025-12-28,C1,OneGuest,,165,,
2025-12-27,KCDX,WEL,2025-12-27,2025-12-28,C1,TwoGuests,,240,,
2025-12-27,KCDX,WEL,2025-12-27,2025-12-28,C1,ExtraGuest,,135,,
2025-12-27,TCDX,WEL,2025-12-27,2025-12-28,A1,OneGuest,,1050,,
2025-12-27,TCDX,WEL,2025-12-27,2025-12-28,A1,TwoGuests,,1140,,
2025-12-27,TCDX,WEL,2025-12-27,2025-12-28,A1,ExtraGuest,,345,,
2025-12-27,TCDX,WEL,2025-12-27,2025-12-28,C1,OneGuest,,165,,
2025-12-27,TCDX,WEL,2025-12-27,2025-12-28,C1,TwoGuests,,240,,
2025-12-27,TCDX,WEL,2025-12-27,2025-12-28,C1,ExtraGuest,,135,,
2025-12-27,KGDX,WEL,2025-12-27,2025-12-28,A1,OneGuest,,1020,,
2025-12-27,KGDX,WEL,2025-12-27,2025-12-28,A1,TwoGuests,,1110,,
2025-12-27,KGDX,WEL,2025-12-27,2025-12-28,A1,ExtraGuest,,330,,
2025-12-27,KGDX,WEL,2025-12-27,2025-12-28,C1,OneGuest,,165,,
2025-12-27,KGDX,WEL,2025-12-27,2025-12-28,C1,TwoGuests,,240,,
2025-12-27,KGDX,WEL,2025-12-27,2025-12-28,C1,ExtraGuest,,135,,
2025-12-27,KINGR,WEL,2025-12-27,2025-12-28,A1,OneGuest,,975,,
2025-12-27,KINGR,WEL,2025-12-27,2025-12-28,A1,TwoGuests,,1065,,
2025-12-27,KINGR,WEL,2025-12-27,2025-12-28,A1,ExtraGuest,,330,,
2025-12-27,KINGR,WEL,2025-12-27,2025-12-28,C1,OneGuest,,165,,
2025-12-27,KINGR,WEL,2025-12-27,2025-12-28,C1,TwoGuests,,240,,
2025-12-27,KINGR,WEL,2025-12-27,2025-12-28,C1,ExtraGuest,,135,,
2025-12-27,TWDD,WEL,2025-12-27,2025-12-28,A1,OneGuest,,900,,
2025-12-27,TWDD,WEL,2025-12-27,2025-12-28,A1,TwoGuests,,990,,
2025-12-27,TWDD,WEL,2025-12-27,2025-12-28,A1,ExtraGuest,,315,,
2025-12-27,TWDD,WEL,2025-12-27,2025-12-28,C1,OneGuest,,165,,
2025-12-27,TWDD,WEL,2025-12-27,2025-12-28,C1,TwoGuests,,240,,
2025-12-27,TWDD,WEL,2025-12-27,2025-12-28,C1,ExtraGuest,,135,,
2025-12-27,TWSP,WEL,2025-12-27,2025-12-28,A1,OneGuest,,870,,
2025-12-27,TWSP,WEL,2025-12-27,2025-12-28,A1,TwoGuests,,960,,
2025-12-27,TWSP,WEL,2025-12-27,2025-12-28,A1,ExtraGuest,,315,,
2025-12-27,TWSP,WEL,2025-12-27,2025-12-28,C1,OneGuest,,165,,
2025-12-27,TWSP,WEL,2025-12-27,2025-12-28,C1,TwoGuests,,240,,
2025-12-27,TWSP,WEL,2025-12-27,2025-12-28,C1,ExtraGuest,,135,,
2025-12-27,A2KB,WEL,2025-12-27,2025-12-28,A1,OneGuest,,1830,,
2025-12-27,A2KB,WEL,2025-12-27,2025-12-28,A1,TwoGuests,,1956,,
2025-12-27,A2KB,WEL,2025-12-27,2025-12-28,A1,ExtraGuest,,480,,
2025-12-27,A2KB,WEL,2025-12-27,2025-12-28,C1,OneGuest,,182,,
2025-12-27,A2KB,WEL,2025-12-27,2025-12-28,C1,TwoGuests,,267,,
2025-12-27,A2KB,WEL,2025-12-27,2025-12-28,C1,ExtraGuest,,155,,
2025-12-27,A1KB,GRPBASE,2025-12-27,2025-12-28,A1,OneGuest,,903,,
2025-12-27,A1KB,GRPBASE,2025-12-27,2025-12-28,A1,TwoGuests,,966,,
2025-12-27,A1KB,GRPBASE,2025-12-27,2025-12-28,A1,ExtraGuest,,200,,
2025-12-27,A1KB,GRPBASE,2025-12-27,2025-12-28,C1,OneGuest,,74,,
2025-12-27,A1KB,GRPBASE,2025-12-27,2025-12-28,C1,TwoGuests,,126,,
2025-12-27,A1KB,GRPBASE,2025-12-27,2025-12-28,C1,ExtraGuest,,53,,
2025-12-27,KCST,GRPBASE,2025-12-27,2025-12-28,A1,OneGuest,,830,,
2025-12-27,KCST,GRPBASE,2025-12-27,2025-12-28,A1,TwoGuests,,893,,
2025-12-27,KCST,GRPBASE,2025-12-27,2025-12-28,A1,ExtraGuest,,189,,
2025-12-27,KCST,GRPBASE,2025-12-27,2025-12-28,C1,OneGuest,,74,,
2025-12-27,KCST,GRPBASE,2025-12-27,2025-12-28,C1,TwoGuests,,126,,
2025-12-27,KCST,GRPBASE,2025-12-27,2025-12-28,C1,ExtraGuest,,53,,
2025-12-27,KGST,GRPBASE,2025-12-27,2025-12-28,A1,OneGuest,,777,,
2025-12-27,KGST,GRPBASE,2025-12-27,2025-12-28,A1,TwoGuests,,840,,
2025-12-27,KGST,GRPBASE,2025-12-27,2025-12-28,A1,ExtraGuest,,179,,
2025-12-27,KGST,GRPBASE,2025-12-27,2025-12-28,C1,OneGuest,,74,,
2025-12-27,KGST,GRPBASE,2025-12-27,2025-12-28,C1,TwoGuests,,126,,
2025-12-27,KGST,GRPBASE,2025-12-27,2025-12-28,C1,ExtraGuest,,53,,
2025-12-27,TWDX,GRPBASE,2025-12-27,2025-12-28,A1,OneGuest,,704,,
2025-12-27,TWDX,GRPBASE,2025-12-27,2025-12-28,A1,TwoGuests,,767,,
2025-12-27,TWDX,GRPBASE,2025-12-27,2025-12-28,A1,ExtraGuest,,168,,
2025-12-27,TWDX,GRPBASE,2025-12-27,2025-12-28,C1,OneGuest,,74,,
2025-12-27,TWDX,GRPBASE,2025-12-27,2025-12-28,C1,TwoGuests,,126,,
2025-12-27,TWDX,GRPBASE,2025-12-27,2025-12-28,C1,ExtraGuest,,53,,
2025-12-27,KCDX,GRPBASE,2025-12-27,2025-12-28,A1,OneGuest,,672,,
2025-12-27,KCDX,GRPBASE,2025-12-27,2025-12-28,A1,TwoGuests,,735,,
2025-12-27,KCDX,GRPBASE,2025-12-27,2025-12-28,A1,ExtraGuest,,158,,
2025-12-27,KCDX,GRPBASE,2025-12-27,2025-12-28,C1,OneGuest,,74,,
2025-12-27,KCDX,GRPBASE,2025-12-27,2025-12-28,C1,TwoGuests,,126,,
2025-12-27,KCDX,GRPBASE,2025-12-27,2025-12-28,C1,ExtraGuest,,53,,
2025-12-27,TCDX,GRPBASE,2025-12-27,2025-12-28,A1,OneGuest,,651,,
2025-12-27,TCDX,GRPBASE,2025-12-27,2025-12-28,A1,TwoGuests,,714,,
2025-12-27,TCDX,GRPBASE,2025-12-27,2025-12-28,A1,ExtraGuest,,158,,
2025-12-27,TCDX,GRPBASE,2025-12-27,2025-12-28,C1,OneGuest,,74,,
2025-12-27,TCDX,GRPBASE,2025-12-27,2025-12-28,C1,TwoGuests,,126,,
2025-12-27,TCDX,GRPBASE,2025-12-27,2025-12-28,C1,ExtraGuest,,53,,
2025-12-27,KGDX,GRPBASE,2025-12-27,2025-12-28,A1,OneGuest,,630,,
2025-12-27,KGDX,GRPBASE,2025-12-27,2025-12-28,A1,TwoGuests,,693,,
2025-12-27,KGDX,GRPBASE,2025-12-27,2025-12-28,A1,ExtraGuest,,147,,
2025-12-27,KGDX,GRPBASE,2025-12-27,2025-12-28,C1,OneGuest,,74,,
2025-12-27,KGDX,GRPBASE,2025-12-27,2025-12-28,C1,TwoGuests,,126,,
2025-12-27,KGDX,GRPBASE,2025-12-27,2025-12-28,C1,ExtraGuest,,53,,
2025-12-27,KINGR,GRPBASE,2025-12-27,2025-12-28,A1,OneGuest,,599,,
2025-12-27,KINGR,GRPBASE,2025-12-27,2025-12-28,A1,TwoGuests,,662,,
2025-12-27,KINGR,GRPBASE,2025-12-27,2025-12-28,A1,ExtraGuest,,147,,
2025-12-27,KINGR,GRPBASE,2025-12-27,2025-12-28,C1,OneGuest,,74,,
2025-12-27,KINGR,GRPBASE,2025-12-27,2025-12-28,C1,TwoGuests,,126,,
2025-12-27,KINGR,GRPBASE,2025-12-27,2025-12-28,C1,ExtraGuest,,53,,
2025-12-27,TWDD,GRPBASE,2025-12-27,2025-12-28,A1,OneGuest,,546,,
2025-12-27,TWDD,GRPBASE,2025-12-27,2025-12-28,A1,TwoGuests,,609,,
2025-12-27,TWDD,GRPBASE,2025-12-27,2025-12-28,A1,ExtraGuest,,137,,
2025-12-27,TWDD,GRPBASE,2025-12-27,2025-12-28,C1,OneGuest,,74,,
2025-12-27,TWDD,GRPBASE,2025-12-27,2025-12-28,C1,TwoGuests,,126,,
2025-12-27,TWDD,GRPBASE,2025-12-27,2025-12-28,C1,ExtraGuest,,53,,
2025-12-27,TWSP,GRPBASE,2025-12-27,2025-12-28,A1,OneGuest,,525,,
2025-12-27,TWSP,GRPBASE,2025-12-27,2025-12-28,A1,TwoGuests,,588,,
2025-12-27,TWSP,GRPBASE,2025-12-27,2025-12-28,A1,ExtraGuest,,137,,
2025-12-27,TWSP,GRPBASE,2025-12-27,2025-12-28,C1,OneGuest,,74,,
2025-12-27,TWSP,GRPBASE,2025-12-27,2025-12-28,C1,TwoGuests,,126,,
2025-12-27,TWSP,GRPBASE,2025-12-27,2025-12-28,C1,ExtraGuest,,53,,
2025-12-27,A2KB,GRPBASE,2025-12-27,2025-12-28,A1,OneGuest,,1197,,
2025-12-27,A2KB,GRPBASE,2025-12-27,2025-12-28,A1,TwoGuests,,1286,,
2025-12-27,A2KB,GRPBASE,2025-12-27,2025-12-28,A1,ExtraGuest,,252,,
2025-12-27,A2KB,GRPBASE,2025-12-27,2025-12-28,C1,OneGuest,,86,,
2025-12-27,A2KB,GRPBASE,2025-12-27,2025-12-28,C1,TwoGuests,,146,,
2025-12-27,A2KB,GRPBASE,2025-12-27,2025-12-28,C1,ExtraGuest,,62,,
2025-12-27,A1KB,SUHB,2025-12-27,2025-12-28,A1,OneGuest,,1791,,
2025-12-27,A1KB,SUHB,2025-12-27,2025-12-28,A1,TwoGuests,,1903,,
2025-12-27,A1KB,SUHB,2025-12-27,2025-12-28,A1,ExtraGuest,,535,,
2025-12-27,A1KB,SUHB,2025-12-27,2025-12-28,C1,OneGuest,,216,,
2025-12-27,A1KB,SUHB,2025-12-27,2025-12-28,C1,TwoGuests,,310,,
2025-12-27,A1KB,SUHB,2025-12-27,2025-12-28,C1,ExtraGuest,,179,,
2025-12-27,KCST,SUHB,2025-12-27,2025-12-28,A1,OneGuest,,1660,,
2025-12-27,KCST,SUHB,2025-12-27,2025-12-28,A1,TwoGuests,,1773,,
2025-12-27,KCST,SUHB,2025-12-27,2025-12-28,A1,ExtraGuest,,516,,
2025-12-27,KCST,SUHB,2025-12-27,2025-12-28,C1,OneGuest,,216,,
2025-12-27,KCST,SUHB,2025-12-27,2025-12-28,C1,TwoGuests,,310,,
2025-12-27,KCST,SUHB,2025-12-27,2025-12-28,C1,ExtraGuest,,179,,
2025-12-27,KGST,SUHB,2025-12-27,2025-12-28,A1,OneGuest,,1566,,
2025-12-27,KGST,SUHB,2025-12-27,2025-12-28,A1,TwoGuests,,1679,,
2025-12-27,KGST,SUHB,2025-12-27,2025-12-28,A1,ExtraGuest,,498,,
2025-12-27,KGST,SUHB,2025-12-27,2025-12-28,C1,OneGuest,,216,,
2025-12-27,KGST,SUHB,2025-12-27,2025-12-28,C1,TwoGuests,,310,,
2025-12-27,KGST,SUHB,2025-12-27,2025-12-28,C1,ExtraGuest,,179,,
2025-12-27,TWDX,SUHB,2025-12-27,2025-12-28,A1,OneGuest,,1435,,
2025-12-27,TWDX,SUHB,2025-12-27,2025-12-28,A1,TwoGuests,,1548,,
2025-12-27,TWDX,SUHB,2025-12-27,2025-12-28,A1,ExtraGuest,,479,,
2025-12-27,TWDX,SUHB,2025-12-27,2025-12-28,C1,OneGuest,,216,,
2025-12-27,TWDX,SUHB,2025-12-27,2025-12-28,C1,TwoGuests,,310,,
2025-12-27,TWDX,SUHB,2025-12-27,2025-12-28,C1,ExtraGuest,,179,,
2025-12-27,KCDX,SUHB,2025-12-27,2025-12-28,A1,OneGuest,,1379,,
2025-12-27,KCDX,SUHB,2025-12-27,2025-12-28,A1,TwoGuests,,1491,,
2025-12-27,KCDX,SUHB,2025-12-27,2025-12-28,A1,ExtraGuest,,460,,
2025-12-27,KCDX,SUHB,2025-12-27,2025-12-28,C1,OneGuest,,216,,
2025-12-27,KCDX,SUHB,2025-12-27,2025-12-28,C1,TwoGuests,,310,,
2025-12-27,KCDX,SUHB,2025-12-27,2025-12-28,C1,ExtraGuest,,179,,
2025-12-27,TCDX,SUHB,2025-12-27,2025-12-28,A1,OneGuest,,1341,,
2025-12-27,TCDX,SUHB,2025-12-27,2025-12-28,A1,TwoGuests,,1454,,
2025-12-27,TCDX,SUHB,2025-12-27,2025-12-28,A1,ExtraGuest,,460,,
2025-12-27,TCDX,SUHB,2025-12-27,2025-12-28,C1,OneGuest,,216,,
2025-12-27,TCDX,SUHB,2025-12-27,2025-12-28,C1,TwoGuests,,310,,
2025-12-27,TCDX,SUHB,2025-12-27,2025-12-28,C1,ExtraGuest,,179,,
2025-12-27,KGDX,SUHB,2025-12-27,2025-12-28,A1,OneGuest,,1304,,
2025-12-27,KGDX,SUHB,2025-12-27,2025-12-28,A1,TwoGuests,,1416,,
2025-12-27,KGDX,SUHB,2025-12-27,2025-12-28,A1,ExtraGuest,,441,,
2025-12-27,KGDX,SUHB,2025-12-27,2025-12-28,C1,OneGuest,,216,,
2025-12-27,KGDX,SUHB,2025-12-27,2025-12-28,C1,TwoGuests,,310,,
2025-12-27,KGDX,SUHB,2025-12-27,2025-12-28,C1,ExtraGuest,,179,,
2025-12-27,KINGR,SUHB,2025-12-27,2025-12-28,A1,OneGuest,,1248,,
2025-12-27,KINGR,SUHB,2025-12-27,2025-12-28,A1,TwoGuests,,1360,,
2025-12-27,KINGR,SUHB,2025-12-27,2025-12-28,A1,ExtraGuest,,441,,
2025-12-27,KINGR,SUHB,2025-12-27,2025-12-28,C1,OneGuest,,216,,
2025-12-27,KINGR,SUHB,2025-12-27,2025-12-28,C1,TwoGuests,,310,,
2025-12-27,KINGR,SUHB,2025-12-27,2025-12-28,C1,ExtraGuest,,179,,
2025-12-27,TWDD,SUHB,2025-12-27,2025-12-28,A1,OneGuest,,1154,,
2025-12-27,TWDD,SUHB,2025-12-27,2025-12-28,A1,TwoGuests,,1266,,
2025-12-27,TWDD,SUHB,2025-12-27,2025-12-28,A1,ExtraGuest,,423,,
2025-12-27,TWDD,SUHB,2025-12-27,2025-12-28,C1,OneGuest,,216,,
2025-12-27,TWDD,SUHB,2025-12-27,2025-12-28,C1,TwoGuests,,310,,
2025-12-27,TWDD,SUHB,2025-12-27,2025-12-28,C1,ExtraGuest,,179,,
2025-12-27,TWSP,SUHB,2025-12-27,2025-12-28,A1,OneGuest,,1116,,
2025-12-27,TWSP,SUHB,2025-12-27,2025-12-28,A1,TwoGuests,,1229,,
2025-12-27,TWSP,SUHB,2025-12-27,2025-12-28,A1,ExtraGuest,,423,,
2025-12-27,TWSP,SUHB,2025-12-27,2025-12-28,C1,OneGuest,,216,,
2025-12-27,TWSP,SUHB,2025-12-27,2025-12-28,C1,TwoGuests,,310,,
2025-12-27,TWSP,SUHB,2025-12-27,2025-12-28,C1,ExtraGuest,,179,,
2025-12-27,A2KB,SUHB,2025-12-27,2025-12-28,A1,OneGuest,,2315,,
2025-12-27,A2KB,SUHB,2025-12-27,2025-12-28,A1,TwoGuests,,2474,,
2025-12-27,A2KB,SUHB,2025-12-27,2025-12-28,A1,ExtraGuest,,629,,
2025-12-27,A2KB,SUHB,2025-12-27,2025-12-28,C1,OneGuest,,238,,
2025-12-27,A2KB,SUHB,2025-12-27,2025-12-28,C1,TwoGuests,,344,,
2025-12-27,A2KB,SUHB,2025-12-27,2025-12-28,C1,ExtraGuest,,203,,
2025-12-27,A1KB,GRPHIG,2025-12-27,2025-12-28,,Flat,,1207,,
2025-12-27,KCST,GRPHIG,2025-12-27,2025-12-28,,Flat,,1116,,
2025-12-27,KGST,GRPHIG,2025-12-27,2025-12-28,,Flat,,1050,,
2025-12-27,TWDX,GRPHIG,2025-12-27,2025-12-28,,Flat,,958,,
2025-12-27,KCDX,GRPHIG,2025-12-27,2025-12-28,,Flat,,919,,
2025-12-27,TCDX,GRPHIG,2025-12-27,2025-12-28,,Flat,,893,,
2025-12-27,KGDX,GRPHIG,2025-12-27,2025-12-28,,Flat,,866,,
2025-12-27,KINGR,GRPHIG,2025-12-27,2025-12-28,,Flat,,827,,
2025-12-27,TWDD,GRPHIG,2025-12-27,2025-12-28,,Flat,,761,,
2025-12-27,TWSP,GRPHIG,2025-12-27,2025-12-28,,Flat,,735,,
2025-12-27,PRE,GRPHIG,2025-12-27,2025-12-28,,Flat,,27563,,
2025-12-27,A2KB,GRPHIG,2025-12-27,2025-12-28,,Flat,,1607,,
2025-12-27,PRE,BAR00,2025-12-28,2025-12-29,,Flat,,31500,,
2025-12-27,A1KB,BAR00,2025-12-28,2025-12-29,,Flat,,1380,,
2025-12-27,KCST,BAR00,2025-12-28,2025-12-29,,Flat,,1275,,
2025-12-27,KGST,BAR00,2025-12-28,2025-12-29,,Flat,,1200,,
2025-12-27,TWDX,BAR00,2025-12-28,2025-12-29,,Flat,,1095,,
2025-12-27,KCDX,BAR00,2025-12-28,2025-12-29,,Flat,,1050,,
2025-12-27,TCDX,BAR00,2025-12-28,2025-12-29,,Flat,,1020,,
2025-12-27,KGDX,BAR00,2025-12-28,2025-12-29,,Flat,,990,,
2025-12-27,KINGR,BAR00,2025-12-28,2025-12-29,,Flat,,945,,
2025-12-27,TWDD,BAR00,2025-12-28,2025-12-29,,Flat,,870,,
2025-12-27,TWSP,BAR00,2025-12-28,2025-12-29,,Flat,,840,,
2025-12-27,A2KB,BAR00,2025-12-28,2025-12-29,,Flat,,1836,,
